Id,Label,class,methods,constructors,public methods,private methods,static methods,abstract methods,native methods,synchronized methods,final methods,members,public members,private members,protected members,synchronized members,final members,interface classes,abstract classes,directly associated classes,indirectly associated classes,class size,connections
java.awt.MenuItem,MenuItem,java.awt.MenuItem,34,3,19,4,1,0,1,0,2,10,0,5,0,0,2,2,5,17,1177,45,678
java.rmi.server.Skeleton,Skeleton,java.rmi.server.Skeleton,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,622,2,7
java.security.acl.NotOwnerException,NotOwnerException,java.security.acl.NotOwnerException,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2
sun.java2d.loops.FillPath,FillPath,sun.java2d.loops.FillPath,4,2,4,0,1,0,1,0,2,2,2,0,0,0,2,0,2,10,1177,6,679
java.util.Vector$ListItr,ListItr,java.util.Vector$ListItr,6,1,6,0,0,0,0,0,1,1,0,0,0,0,1,1,1,4,620,8,3096
sun.net.idn.StringPrep$Values,Values,sun.net.idn.StringPrep$Values,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,643,4,5
javax.swing.ButtonModel,ButtonModel,javax.swing.ButtonModel,21,0,21,0,0,21,0,0,0,0,0,0,0,0,0,4,4,6,1293,22,74
java.util.regex.Pattern$GroupCurly,GroupCurly,java.util.regex.Pattern$GroupCurly,5,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,5,620,12,3099
java.util.TreeMap$NavigableSubMap$SubMapEntryIterator,SubMapEntryIterator,java.util.TreeMap$NavigableSubMap$SubMapEntryIterator,3,1,3,0,0,0,0,0,1,1,0,0,0,0,1,1,3,4,645,4,34
java.awt.MenuShortcut,MenuShortcut,java.awt.MenuShortcut,7,2,6,0,0,0,0,0,1,3,0,1,0,0,1,1,1,4,621,11,681
javax.swing.JLayeredPane,JLayeredPane,javax.swing.JLayeredPane,27,1,20,2,3,0,0,0,7,9,7,2,0,0,7,1,6,13,1293,37,74
java.util.concurrent.ConcurrentSkipListMap$SubMap,SubMap,java.util.concurrent.ConcurrentSkipListMap$SubMap,80,1,54,16,7,0,0,0,7,10,0,10,0,0,7,11,13,24,642,93,17
java.awt.FontMetrics,FontMetrics,java.awt.FontMetrics,29,1,27,2,1,0,1,0,2,3,0,2,1,0,2,2,5,9,1177,33,681
java.security.Provider$Service,Service,java.security.Provider$Service,25,3,8,9,7,0,0,0,2,12,0,12,0,0,2,3,5,12,620,37,3101
java.awt.Button$AccessibleAWTButton,AccessibleAWTButton,java.awt.Button$AccessibleAWTButton,11,1,11,0,0,0,0,0,2,2,0,1,0,0,2,2,4,7,1177,15,681
java.nio.channels.Channels,Channels,java.nio.channels.Channels,14,1,10,3,14,0,0,0,0,0,0,0,0,0,0,3,10,15,624,14,4
java.util.concurrent.ExecutorService,ExecutorService,java.util.concurrent.ExecutorService,12,0,12,0,0,12,0,0,0,0,0,0,0,0,0,6,7,11,620,13,3100
java.util.AbstractSequentialList,AbstractSequentialList,java.util.AbstractSequentialList,7,1,7,0,0,1,0,0,0,0,0,0,0,0,0,3,4,5,620,7,3100
sun.rmi.transport.Channel,Channel,sun.rmi.transport.Channel,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,2,3,672,3,15
org.xml.sax.InputSource,InputSource,org.xml.sax.InputSource,10,4,10,0,0,0,0,0,0,5,0,5,0,0,0,0,2,4,620,15,13
javax.print.MimeType,MimeType,javax.print.MimeType,15,1,7,5,6,0,0,0,6,10,0,10,0,0,6,3,3,12,627,27,27
java.awt.PrintJob,PrintJob,java.awt.PrintJob,6,1,6,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,1177,6,681
java.util.XMLUtils,XMLUtils,java.util.XMLUtils,5,1,0,0,5,0,0,0,4,4,0,3,0,0,4,2,4,13,649,9,4
java.util.HashMap$KeyIterator,KeyIterator,java.util.HashMap$KeyIterator,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,620,2,3102
sun.java2d.loops.DrawGlyphList$TraceDrawGlyphList,TraceDrawGlyphList,sun.java2d.loops.DrawGlyphList$TraceDrawGlyphList,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1177,3,681
sun.awt.image.ByteInterleavedRaster,ByteInterleavedRaster,sun.awt.image.ByteInterleavedRaster,29,3,26,3,0,0,0,0,0,8,0,2,0,0,0,1,1,7,1184,37,5
java.awt.Menu,Menu,java.awt.Menu,28,3,17,3,1,0,1,0,2,7,0,4,0,0,2,3,5,16,1177,37,682
java.net.AbstractPlainDatagramSocketImpl,AbstractPlainDatagramSocketImpl,java.net.AbstractPlainDatagramSocketImpl,31,1,2,0,0,17,0,0,0,8,0,6,0,0,0,0,2,8,623,39,1
java.sql.SQLWarning,SQLWarning,java.sql.SQLWarning,2,8,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,624,3,15
java.util.concurrent.locks.ReentrantLock,ReentrantLock,java.util.concurrent.locks.ReentrantLock,19,2,16,0,0,0,0,0,2,2,0,2,0,0,2,4,6,12,620,23,3108
javax.swing.text.AttributeSet$ColorAttribute,ColorAttribute,javax.swing.text.AttributeSet$ColorAttribute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,625,0,688
javax.security.auth.AuthPermission,AuthPermission,javax.security.auth.AuthPermission,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,620,1,5
javax.print.event.PrintServiceAttributeEvent,PrintServiceAttributeEvent,javax.print.event.PrintServiceAttributeEvent,2,1,2,0,0,0,0,0,1,2,0,2,0,0,1,2,2,3,655,4,11
java.util.UUID,UUID,java.util.UUID,16,2,15,1,4,0,0,0,4,5,0,4,0,0,4,2,2,6,621,23,1
java.awt.Paint,Paint,java.awt.Paint,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,7,1177,2,682
java.beans.SimpleBeanInfo,SimpleBeanInfo,java.beans.SimpleBeanInfo,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1181,10,2
java.security.Signer,Signer,java.security.Signer,5,3,3,1,1,0,0,0,1,2,0,2,0,0,1,1,2,6,627,7,1
java.security.cert.X509Certificate,X509Certificate,java.security.cert.X509Certificate,22,1,22,0,0,17,0,0,1,3,0,3,0,0,1,4,5,13,642,26,8
java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater,CASUpdater,java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater,7,1,5,2,0,0,0,0,4,4,0,4,0,0,4,0,1,4,623,11,3
javax.print.attribute.PrintJobAttributeSet,PrintJobAttributeSet,javax.print.attribute.PrintJobAttributeSet,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,622,3,11
java.nio.file.attribute.FileTime,FileTime,java.nio.file.attribute.FileTime,10,1,9,1,2,0,0,0,2,4,0,4,0,0,2,1,2,7,620,15,3107
java.lang.Appendable,Appendable,java.lang.Appendable,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,2,3,620,3,3108
java.util.jar.JarException,JarException,java.util.jar.JarException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,3107
java.io.ObjectStreamClass$EntryFuture,EntryFuture,java.io.ObjectStreamClass$EntryFuture,3,2,0,0,0,0,0,0,2,3,0,3,0,0,2,0,0,3,620,6,3107
java.lang.management.ThreadMXBean,ThreadMXBean,java.lang.management.ThreadMXBean,27,0,27,0,0,27,0,0,0,0,0,0,0,0,0,1,1,2,694,28,2
java.util.concurrent.CompletionService,CompletionService,java.util.concurrent.CompletionService,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,4,6,620,5,2
java.io.PipedInputStream,PipedInputStream,java.io.PipedInputStream,11,4,5,3,0,0,0,0,3,11,0,1,4,0,3,0,1,4,622,22,2
java.util.Collections$UnmodifiableSortedMap,UnmodifiableSortedMap,java.util.Collections$UnmodifiableSortedMap,6,1,6,0,0,0,0,0,2,2,0,2,0,0,2,3,3,6,663,10,48
sun.util.locale.BaseLocale$Cache,Cache,sun.util.locale.BaseLocale$Cache,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,620,4,3108
sun.java2d.pipe.ValidatePipe,ValidatePipe,sun.java2d.pipe.ValidatePipe,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,1177,29,682
sun.misc.SignalHandler,SignalHandler,sun.misc.SignalHandler,1,0,1,0,0,1,0,0,2,2,2,0,0,0,2,1,1,2,622,3,4
java.security.KeyException,KeyException,java.security.KeyException,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,3110
java.awt.GraphicsCallback,GraphicsCallback,java.awt.GraphicsCallback,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1189,0,9
java.net.UnknownServiceException,UnknownServiceException,java.net.UnknownServiceException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,3110
java.io.ObjectStreamClass$FieldReflectorKey,FieldReflectorKey,java.io.ObjectStreamClass$FieldReflectorKey,2,1,2,0,0,0,0,0,3,3,0,3,0,0,3,0,0,4,620,5,3110
java.util.concurrent.LinkedBlockingQueue$Node,Node,java.util.concurrent.LinkedBlockingQueue$Node,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,625,2,3
javax.print.PrintService,PrintService,javax.print.PrintService,17,0,17,0,0,17,0,0,0,0,0,0,0,0,0,6,7,11,655,17,11
java.util.concurrent.ThreadPoolExecutor,ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor,58,4,30,19,6,0,0,0,15,23,0,23,0,0,15,6,8,21,632,81,11
java.util.jar.JarVerifier$VerifierStream,VerifierStream,java.util.jar.JarVerifier$VerifierStream,4,1,4,0,0,0,0,0,0,4,0,4,0,0,0,0,1,4,620,8,3111
java.awt.event.MouseMotionListener,MouseMotionListener,java.awt.event.MouseMotionListener,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1177,3,683
java.lang.management.ThreadInfo,ThreadInfo,java.lang.management.ThreadInfo,19,3,18,1,1,0,0,0,3,21,0,20,0,0,3,1,1,8,658,40,5
java.util.Collections$UnmodifiableCollection,UnmodifiableCollection,java.util.Collections$UnmodifiableCollection,14,1,14,0,0,0,0,0,2,2,0,1,0,0,2,3,3,6,663,18,48
java.sql.ParameterMetaData,ParameterMetaData,java.sql.ParameterMetaData,9,0,9,0,0,9,0,0,7,7,7,0,0,0,7,1,1,3,624,17,13
java.io.ObjectInputStream$ValidationList$Callback,Callback,java.io.ObjectInputStream$ValidationList$Callback,0,1,0,0,0,0,0,0,3,4,0,0,0,0,3,1,1,5,620,4,3111
java.security.Policy$PolicyDelegate,PolicyDelegate,java.security.Policy$PolicyDelegate,7,2,7,0,0,0,0,0,0,4,0,4,0,0,0,1,6,9,636,11,8
java.lang.NoSuchMethodException,NoSuchMethodException,java.lang.NoSuchMethodException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,3111
sun.text.normalizer.NormalizerBase$NFDMode,NFDMode,sun.text.normalizer.NormalizerBase$NFDMode,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,648,8,15
sun.java2d.pipe.PixelDrawPipe,PixelDrawPipe,sun.java2d.pipe.PixelDrawPipe,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1177,7,683
java.util.concurrent.ConcurrentSkipListMap$Iter,Iter,java.util.concurrent.ConcurrentSkipListMap$Iter,3,1,2,0,0,0,0,0,1,4,0,0,0,0,1,1,1,4,642,8,17
javax.swing.event.ChangeEvent,ChangeEvent,javax.swing.event.ChangeEvent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,621,0,81
java.security.PolicySpi,PolicySpi,java.security.PolicySpi,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,620,4,8
com.sun.beans.finder.InstanceFinder,InstanceFinder,com.sun.beans.finder.InstanceFinder,5,1,3,0,0,0,0,0,4,5,0,5,0,0,4,0,0,3,620,10,82
java.util.XMLUtils$Resolver,Resolver,java.util.XMLUtils$Resolver,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,649,2,4
java.text.spi.NumberFormatProvider,NumberFormatProvider,java.text.spi.NumberFormatProvider,4,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,3,628,4,11
java.io.File$TempDirectory,TempDirectory,java.io.File$TempDirectory,2,1,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,4,620,4,3113
java.net.HttpCookie,HttpCookie,java.net.HttpCookie,43,1,30,12,12,0,0,0,6,20,0,18,0,0,6,4,5,8,622,64,20
java.lang.ProcessEnvironment$StringKeySet,StringKeySet,java.lang.ProcessEnvironment$StringKeySet,7,1,6,0,1,0,0,0,1,1,0,1,0,0,1,2,3,6,629,8,9
java.nio.channels.spi.SelectorProvider,SelectorProvider,java.nio.channels.spi.SelectorProvider,14,1,8,2,7,6,0,0,1,2,0,2,0,0,1,2,8,10,650,16,52
java.beans.beancontext.BeanContextEvent,BeanContextEvent,java.beans.beancontext.BeanContextEvent,4,1,4,0,0,0,0,0,1,2,0,1,1,0,1,1,1,2,633,6,28
java.awt.Dialog$ModalExclusionType,ModalExclusionType,java.awt.Dialog$ModalExclusionType,2,1,2,0,2,0,0,0,4,4,3,1,0,0,4,0,1,4,1177,6,683
javax.accessibility.Accessible,Accessible,javax.accessibility.Accessible,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1177,1,685
java.lang.ClassNotFoundException,ClassNotFoundException,java.lang.ClassNotFoundException,2,3,2,0,0,0,0,0,1,2,0,2,0,0,1,0,0,2,620,4,3119
java.text.PatternEntry,PatternEntry,java.text.PatternEntry,11,1,5,0,2,0,0,0,2,5,0,0,0,0,2,0,0,5,622,16,4
sun.java2d.loops.DrawLine$TraceDrawLine,TraceDrawLine,sun.java2d.loops.DrawLine$TraceDrawLine,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1177,3,683
javax.print.MimeType$ParameterMap,ParameterMap,javax.print.MimeType$ParameterMap,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,2,5,627,2,26
java.lang.StringCoding$StringEncoder,StringEncoder,java.lang.StringCoding$StringEncoder,3,2,0,0,0,0,0,0,2,4,0,4,0,0,2,0,2,5,624,7,4
sun.util.locale.LocaleObjectCache$CacheEntry,CacheEntry,sun.util.locale.LocaleObjectCache$CacheEntry,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,620,2,3115
java.security.KeyStore$Builder$FileBuilder,FileBuilder,java.security.KeyStore$Builder$FileBuilder,7,1,2,0,5,0,0,0,4,8,0,8,0,0,4,1,3,10,643,15,18
sun.java2d.loops.DrawParallelogram$TraceDrawParallelogram,TraceDrawParallelogram,sun.java2d.loops.DrawParallelogram$TraceDrawParallelogram,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1177,3,683
java.io.ObjectOutputStream$HandleTable,HandleTable,java.io.ObjectOutputStream$HandleTable,8,1,0,4,0,0,0,0,1,6,0,6,0,0,1,0,0,2,620,14,3117
javax.print.DocFlavor$STRING,STRING,javax.print.DocFlavor$STRING,0,1,0,0,0,0,0,0,3,3,2,1,0,0,3,0,0,8,635,3,20
java.lang.management.MemoryMXBean,MemoryMXBean,java.lang.management.MemoryMXBean,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,1,2,692,7,2
java.awt.AWTPermission,AWTPermission,java.awt.AWTPermission,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,620,1,9
java.io.ObjectStreamConstants,ObjectStreamConstants,java.io.ObjectStreamConstants,0,0,0,0,0,0,0,0,29,29,29,0,0,0,29,0,0,1,620,29,3117
sun.font.CharToGlyphMapper,CharToGlyphMapper,sun.font.CharToGlyphMapper,9,1,9,0,0,4,0,0,7,8,7,0,1,0,7,0,0,1,620,17,684
java.net.InetSocketAddress,InetSocketAddress,java.net.InetSocketAddress,10,4,9,1,1,0,0,0,1,4,0,4,0,0,1,0,1,8,621,14,8
java.lang.Process,Process,java.lang.Process,6,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,2,4,620,6,7
java.util.SimpleTimeZone,SimpleTimeZone,java.util.SimpleTimeZone,37,4,21,15,0,0,0,0,15,35,3,30,0,0,15,0,3,11,620,72,2
java.awt.ModalEventFilter$ApplicationModalEventFilter,ApplicationModalEventFilter,java.awt.ModalEventFilter$ApplicationModalEventFilter,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,1177,2,684
java.security.cert.PKIXParameters,PKIXParameters,java.security.cert.PKIXParameters,28,2,28,0,0,0,0,0,0,12,0,12,0,0,0,4,5,10,632,41,1
java.sql.Time,Time,java.sql.Time,10,2,10,0,1,0,0,0,1,1,0,0,0,0,1,0,0,3,621,11,14
sun.reflect.generics.tree.VoidDescriptor,VoidDescriptor,sun.reflect.generics.tree.VoidDescriptor,2,1,2,0,1,0,0,0,0,1,0,1,0,0,0,2,2,4,620,4,3119
javax.net.ssl.SSLPeerUnverifiedException,SSLPeerUnverifiedException,javax.net.ssl.SSLPeerUnverifiedException,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,621,1,1
java.nio.DirectByteBuffer,DirectByteBuffer,java.nio.DirectByteBuffer,61,4,46,13,0,0,0,0,5,6,0,2,3,0,5,1,9,14,626,68,4
java.io.PushbackInputStream,PushbackInputStream,java.io.PushbackInputStream,12,2,11,1,0,0,0,0,0,2,0,0,2,0,0,0,0,2,620,14,3120
org.w3c.dom.Element,Element,org.w3c.dom.Element,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,4,4,6,640,21,23
java.util.regex.Pattern$LazyLoop,LazyLoop,java.util.regex.Pattern$LazyLoop,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,620,3,3121
java.awt.ScrollPaneAdjustable,ScrollPaneAdjustable,java.awt.ScrollPaneAdjustable,23,1,20,2,1,0,1,0,2,12,0,12,0,0,2,3,3,6,1177,37,684
sun.misc.JavaLangAccess,JavaLangAccess,sun.misc.JavaLangAccess,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,2,2,8,620,8,1
sun.reflect.generics.tree.FormalTypeParameter,FormalTypeParameter,sun.reflect.generics.tree.FormalTypeParameter,4,1,4,0,1,0,0,0,0,2,0,2,0,0,0,2,2,5,620,7,3123
javax.swing.InputMap,InputMap,javax.swing.InputMap,11,1,9,2,0,0,0,0,0,2,0,2,0,0,0,1,1,9,1182,14,75
javax.swing.JComponent$ActionStandin,ActionStandin,javax.swing.JComponent$ActionStandin,8,1,7,0,1,0,0,0,4,4,0,3,0,0,4,3,4,8,1293,13,75
java.security.spec.ECParameterSpec,ECParameterSpec,java.security.spec.ECParameterSpec,4,1,4,0,0,0,0,0,4,4,0,4,0,0,4,1,1,5,624,9,5
java.security.AllPermissionCollection,AllPermissionCollection,java.security.AllPermissionCollection,4,1,3,0,1,0,0,0,1,2,0,2,0,0,1,2,4,5,621,7,2
java.util.Deque,Deque,java.util.Deque,27,0,27,0,0,27,0,0,0,0,0,0,0,0,0,2,2,3,620,28,3128
java.awt.DefaultKeyboardFocusManager$TypeAheadMarker,TypeAheadMarker,java.awt.DefaultKeyboardFocusManager$TypeAheadMarker,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,1194,3,4
sun.font.FontStrikeDesc,FontStrikeDesc,sun.font.FontStrikeDesc,6,3,6,0,3,0,0,0,5,12,0,2,0,0,5,0,1,6,1177,18,686
javax.swing.event.AncestorEvent,AncestorEvent,javax.swing.event.AncestorEvent,3,1,3,0,0,0,0,0,3,5,3,0,0,0,3,0,2,3,1293,8,75
java.nio.DirectByteBuffer$Deallocator,Deallocator,java.nio.DirectByteBuffer$Deallocator,1,2,1,0,0,0,0,0,1,5,0,4,0,0,1,1,1,4,626,7,4
java.lang.ProcessBuilder$Redirect$Type,Type,java.lang.ProcessBuilder$Redirect$Type,2,1,2,0,2,0,0,0,6,6,5,1,0,0,6,0,2,4,627,8,6
sun.java2d.loops.Blit$GeneralXorBlit,GeneralXorBlit,sun.java2d.loops.Blit$GeneralXorBlit,2,1,2,0,0,0,0,0,0,6,0,0,0,0,0,2,4,8,1177,9,686
java.security.PrivilegedExceptionAction,PrivilegedExceptionAction,java.security.PrivilegedExceptionAction,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,620,1,48
java.nio.HeapLongBuffer,HeapLongBuffer,java.nio.HeapLongBuffer,15,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,620,15,1
java.util.concurrent.Executors$PrivilegedThreadFactory$1,,java.util.concurrent.Executors$PrivilegedThreadFactory$1,1,1,1,0,0,0,0,0,2,2,0,0,0,0,2,1,1,3,636,4,1
javax.swing.SingleSelectionModel,SingleSelectionModel,javax.swing.SingleSelectionModel,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1,624,6,75
java.math.BigDecimal$StringBuilderHelper,StringBuilderHelper,java.math.BigDecimal$StringBuilderHelper,3,1,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,3,620,8,3128
sun.java2d.pipe.SpanShapeRenderer$Composite,Composite,sun.java2d.pipe.SpanShapeRenderer$Composite,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,3,8,1177,4,687
java.text.Bidi,Bidi,java.text.Bidi,15,3,15,0,2,0,0,0,4,5,4,1,0,0,4,0,0,4,652,20,21
java.util.Vector,Vector,java.util.Vector,50,4,44,4,1,0,0,0,2,5,0,2,3,0,2,8,9,15,620,59,3131
java.awt.JobAttributes$SidesType,SidesType,java.awt.JobAttributes$SidesType,2,1,2,0,0,0,0,0,7,7,3,4,0,0,7,0,1,4,630,9,693
java.awt.peer.KeyboardFocusManagerPeer,KeyboardFocusManagerPeer,java.awt.peer.KeyboardFocusManagerPeer,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,1177,4,9
java.lang.management.LockInfo,LockInfo,java.lang.management.LockInfo,3,2,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,620,5,6
javax.swing.plaf.MenuItemUI,MenuItemUI,javax.swing.plaf.MenuItemUI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1293,0,75
java.awt.Cursor,Cursor,java.awt.Cursor,15,2,6,5,11,0,2,0,26,33,15,13,2,0,26,1,1,10,628,49,692
java.rmi.NotBoundException,NotBoundException,java.rmi.NotBoundException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,5
javax.accessibility.AccessibleTable,AccessibleTable,javax.accessibility.AccessibleTable,22,0,22,0,0,22,0,0,0,0,0,0,0,0,0,2,2,2,1177,22,689
javax.swing.JToolTip,JToolTip,javax.swing.JToolTip,11,1,8,1,0,0,0,0,1,3,0,1,0,0,1,1,5,10,1293,15,76
javax.swing.JMenu$AccessibleJMenu,AccessibleJMenu,javax.swing.JMenu$AccessibleJMenu,11,1,11,0,0,0,0,0,1,1,0,0,0,0,1,2,2,5,1293,13,76
java.awt.MenuItem$AccessibleAWTMenuItem,AccessibleAWTMenuItem,java.awt.MenuItem$AccessibleAWTMenuItem,11,1,11,0,0,0,0,0,2,2,0,1,0,0,2,2,4,7,1177,15,690
java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl,AtomicIntegerFieldUpdaterImpl,java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl,7,1,5,2,0,0,0,0,4,4,0,4,0,0,4,0,1,4,622,11,2
java.beans.java_util_Collections$CheckedSortedMap_PersistenceDelegate,CheckedSortedMap_PersistenceDelegate,java.beans.java_util_Collections$CheckedSortedMap_PersistenceDelegate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,655,1,28
java.nio.DirectByteBuffer$1,,java.nio.DirectByteBuffer$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,626,0,4
java.util.concurrent.atomic.AtomicIntegerFieldUpdater,AtomicIntegerFieldUpdater,java.util.concurrent.atomic.AtomicIntegerFieldUpdater,13,1,13,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5,622,13,2
java.awt.image.DataBufferInt,DataBufferInt,java.awt.image.DataBufferInt,7,6,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,626,9,11
java.security.spec.ECField,ECField,java.security.spec.ECField,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
java.nio.channels.ServerSocketChannel,ServerSocketChannel,java.nio.channels.ServerSocketChannel,9,1,9,0,1,4,0,0,0,0,0,0,0,0,0,2,6,9,650,10,52
sun.java2d.loops.DrawPolygons,DrawPolygons,sun.java2d.loops.DrawPolygons,4,2,4,0,1,0,1,0,2,2,2,0,0,0,2,0,2,9,1177,6,691
java.beans.VetoableChangeSupport$1,,java.beans.VetoableChangeSupport$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,629,0,100
java.rmi.server.ServerNotActiveException,ServerNotActiveException,java.rmi.server.ServerNotActiveException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,9
java.applet.AppletStub,AppletStub,java.applet.AppletStub,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1182,6,10
javax.crypto.SecretKey,SecretKey,javax.crypto.SecretKey,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,620,2,18
javax.swing.Popup$DefaultFrame,DefaultFrame,javax.swing.Popup$DefaultFrame,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1293,0,77
org.w3c.dom.DOMStringList,DOMStringList,org.w3c.dom.DOMStringList,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,620,3,25
java.util.HashMap$EntrySet,EntrySet,java.util.HashMap$EntrySet,5,2,5,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,620,6,3137
java.net.ProxySelector,ProxySelector,java.net.ProxySelector,4,1,4,0,2,2,0,0,0,1,0,1,0,0,0,1,3,6,621,5,3
javax.swing.TransferHandler$DropLocation,DropLocation,javax.swing.TransferHandler$DropLocation,2,1,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,4,1293,3,78
javax.swing.JRootPane$RootLayout,RootLayout,javax.swing.JRootPane$RootLayout,10,1,10,0,0,0,0,0,1,1,0,0,0,0,1,2,3,8,1293,13,79
java.text.spi.DateFormatSymbolsProvider,DateFormatSymbolsProvider,java.text.spi.DateFormatSymbolsProvider,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,620,1,3138
sun.text.normalizer.CharTrie,CharTrie,sun.text.normalizer.CharTrie,11,2,5,0,2,0,0,0,0,3,0,3,0,0,0,1,3,7,638,14,33
java.net.CacheResponse,CacheResponse,java.net.CacheResponse,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,4,620,2,2
java.util.logging.FileHandler,FileHandler,java.util.logging.FileHandler,9,5,2,6,2,0,1,0,1,10,0,10,0,0,1,0,0,11,652,19,4
java.util.concurrent.ConcurrentSkipListMap$KeySet,KeySet,java.util.concurrent.ConcurrentSkipListMap$KeySet,29,1,29,0,0,0,0,0,1,1,0,1,0,0,1,5,6,8,642,31,17
sun.awt.image.PixelConverter,PixelConverter,sun.awt.image.PixelConverter,3,1,3,0,0,0,0,0,1,2,1,0,1,0,1,0,1,19,1177,5,693
java.util.regex.Pattern$SliceNode,SliceNode,java.util.regex.Pattern$SliceNode,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,620,2,3140
