Id,Label,class,methods,constructors,public methods,private methods,static methods,abstract methods,native methods,synchronized methods,final methods,members,public members,private members,protected members,synchronized members,final members,interface classes,abstract classes,directly associated classes,indirectly associated classes,class size,connections
sun.java2d.loops.MaskBlit,MaskBlit,sun.java2d.loops.MaskBlit,5,2,5,0,2,0,1,0,2,3,2,1,0,0,2,1,3,12,1177,8,541
java.util.zip.InflaterInputStream,InflaterInputStream,java.util.zip.InflaterInputStream,10,3,8,1,0,0,0,0,0,8,0,4,3,0,0,0,0,3,620,18,2614
sun.net.spi.nameservice.NameService,NameService,sun.net.spi.nameservice.NameService,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,620,2,2615
java.net.InetAddress,InetAddress,java.net.InetAddress,46,1,25,17,23,0,1,0,7,20,0,11,0,0,7,4,5,16,620,67,2623
java.awt.EventFilter$FilterAction,FilterAction,java.awt.EventFilter$FilterAction,2,1,2,0,2,0,0,0,4,4,3,1,0,0,4,1,2,4,1177,6,532
java.nio.DirectCharBufferU,DirectCharBufferU,java.nio.DirectCharBufferU,21,1,20,1,0,0,0,0,4,5,0,1,3,0,4,2,3,8,623,27,1
java.util.zip.Checksum,Checksum,java.util.zip.Checksum,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
java.util.EnumMap$EntryIterator,EntryIterator,java.util.EnumMap$EntryIterator,3,2,3,0,0,0,0,0,1,2,0,1,0,0,1,1,2,5,630,5,10
java.io.ObjectInputStream$BlockDataInputStream,BlockDataInputStream,java.io.ObjectInputStream$BlockDataInputStream,41,1,21,5,0,0,0,0,10,14,0,13,0,0,10,1,2,8,620,56,2615
java.util.ArrayDeque,ArrayDeque,java.util.ArrayDeque,44,3,33,7,4,0,0,0,3,6,0,5,0,0,3,4,5,15,624,53,543
sun.text.normalizer.NormalizerBase$NFKDMode,NFKDMode,sun.text.normalizer.NormalizerBase$NFKDMode,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,648,8,4
javax.security.auth.login.Configuration,Configuration,javax.security.auth.login.Configuration,13,1,10,2,8,1,0,0,0,2,0,2,0,0,0,1,4,9,624,15,4
java.awt.Container$MouseEventTargetFilter,MouseEventTargetFilter,java.awt.Container$MouseEventTargetFilter,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,1177,3,532
java.util.concurrent.SynchronousQueue$TransferQueue,TransferQueue,java.util.concurrent.SynchronousQueue$TransferQueue,6,1,0,0,0,0,0,0,4,7,0,4,0,0,4,0,1,5,631,13,9
sun.security.util.ManifestDigester,ManifestDigester,sun.security.util.ManifestDigester,4,1,2,2,0,0,0,0,1,3,1,2,0,0,1,0,1,6,620,7,2621
java.io.BufferedReader,BufferedReader,java.io.BufferedReader,13,2,9,3,0,0,0,0,2,12,0,12,0,0,2,0,1,3,620,25,538
sun.net.idn.StringPrep$1,,sun.net.idn.StringPrep$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,643,0,4
sun.java2d.pipe.TextPipe,TextPipe,sun.java2d.pipe.TextPipe,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,1177,3,530
javax.print.MimeType$1,,javax.print.MimeType$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,627,0,17
java.nio.file.spi.FileSystemProvider,FileSystemProvider,java.nio.file.spi.FileSystemProvider,31,2,28,2,4,18,0,0,1,3,0,3,0,0,1,10,16,22,620,34,2624
java.lang.Short$ShortCache,ShortCache,java.lang.Short$ShortCache,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,622,1,2
javax.accessibility.AccessibleBundle,AccessibleBundle,javax.accessibility.AccessibleBundle,5,1,3,1,0,0,0,0,1,3,0,2,1,0,1,0,0,4,620,8,537
sun.java2d.loops.DrawGlyphListLCD,DrawGlyphListLCD,sun.java2d.loops.DrawGlyphListLCD,4,2,4,0,1,0,1,0,2,2,2,0,0,0,2,0,2,10,1177,6,535
sun.java2d.loops.DrawPath,DrawPath,sun.java2d.loops.DrawPath,4,2,4,0,1,0,1,0,2,2,2,0,0,0,2,0,2,10,1177,6,536
sun.awt.image.BufferedImageGraphicsConfig,BufferedImageGraphicsConfig,sun.awt.image.BufferedImageGraphicsConfig,8,1,8,0,1,0,0,0,1,7,0,2,0,0,1,0,3,8,1177,15,536
java.beans.VetoableChangeSupport,VetoableChangeSupport,java.beans.VetoableChangeSupport,13,1,11,2,0,0,0,0,2,4,0,3,0,0,2,2,2,12,629,18,53
javax.swing.JMenu$WinListener,WinListener,javax.swing.JMenu$WinListener,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,1,2,5,1293,4,32
java.util.AbstractSet,AbstractSet,java.util.AbstractSet,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,620,4,2668
java.util.regex.MatchResult,MatchResult,java.util.regex.MatchResult,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,620,7,2625
java.util.concurrent.locks.ReentrantLock$Sync,Sync,java.util.concurrent.locks.ReentrantLock$Sync,9,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,7,620,10,2628
java.util.concurrent.atomic.AtomicLongFieldUpdater$LockedUpdater,LockedUpdater,java.util.concurrent.atomic.AtomicLongFieldUpdater$LockedUpdater,7,1,5,2,0,0,0,0,4,4,0,4,0,0,4,0,1,4,623,11,3
sun.awt.image.PixelConverter$UshortGray,UshortGray,sun.awt.image.PixelConverter$UshortGray,2,1,2,0,0,0,0,0,5,5,1,0,0,0,5,0,1,17,1177,7,550
java.beans.PropertyEditor,PropertyEditor,java.beans.PropertyEditor,12,0,12,0,0,12,0,0,0,0,0,0,0,0,0,1,3,7,1177,12,62
java.awt.AWTEventMulticaster,AWTEventMulticaster,java.awt.AWTEventMulticaster,80,1,73,2,40,0,0,0,2,2,0,0,2,0,2,18,18,36,1177,99,538
java.util.concurrent.Executors$PrivilegedCallable,PrivilegedCallable,java.util.concurrent.Executors$PrivilegedCallable,2,1,1,0,1,0,0,0,2,2,0,2,0,0,2,1,1,6,636,5,15
java.security.KeyStore$LoadStoreParameter,LoadStoreParameter,java.security.KeyStore$LoadStoreParameter,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,643,1,18
javax.swing.JPopupMenu$Separator,Separator,javax.swing.JPopupMenu$Separator,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1293,1,31
java.lang.ApplicationShutdownHooks,ApplicationShutdownHooks,java.lang.ApplicationShutdownHooks,3,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,3,630,4,1
java.awt.dnd.DropTargetContext$TransferableProxy,TransferableProxy,java.awt.dnd.DropTargetContext$TransferableProxy,3,1,3,0,0,0,0,0,1,4,0,1,2,0,1,1,1,7,1177,8,540
java.lang.NullPointerException,NullPointerException,java.lang.NullPointerException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2633
sun.java2d.pipe.PixelToShapeConverter,PixelToShapeConverter,sun.java2d.pipe.PixelToShapeConverter,13,1,12,1,0,0,0,0,0,1,0,0,0,0,0,4,4,6,1177,16,539
sun.java2d.loops.RenderLoops,RenderLoops,sun.java2d.loops.RenderLoops,0,1,0,0,0,0,0,0,1,13,13,0,0,0,1,0,0,13,1177,13,540
java.util.concurrent.locks.AbstractQueuedLongSynchronizer,AbstractQueuedLongSynchronizer,java.util.concurrent.locks.AbstractQueuedLongSynchronizer,58,1,22,21,5,0,0,0,8,11,0,10,0,0,8,2,3,9,623,70,3
java.nio.file.DirectoryStream,DirectoryStream,java.nio.file.DirectoryStream,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,620,3,2636
java.util.spi.LocaleNameProvider,LocaleNameProvider,java.util.spi.LocaleNameProvider,4,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,620,4,2634
sun.awt.image.BufImgSurfaceData$ICMColorData,ICMColorData,sun.awt.image.BufImgSurfaceData$ICMColorData,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1177,2,542
sun.text.normalizer.VersionInfo,VersionInfo,sun.text.normalizer.VersionInfo,4,1,3,1,3,0,0,0,2,3,0,3,0,0,2,0,0,4,621,7,35
sun.misc.JavaIOFileDescriptorAccess,JavaIOFileDescriptorAccess,sun.misc.JavaIOFileDescriptorAccess,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,620,4,1
sun.util.LocaleServiceProviderPool$AllAvailableLocales,AllAvailableLocales,sun.util.LocaleServiceProviderPool$AllAvailableLocales,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,620,1,2637
java.util.Collections$CheckedMap$CheckedEntrySet,CheckedEntrySet,java.util.Collections$CheckedMap$CheckedEntrySet,19,1,17,1,1,0,0,0,2,2,0,2,0,0,2,4,4,9,663,22,47
java.util.RegularEnumSet,RegularEnumSet,java.util.RegularEnumSet,18,1,13,0,2,0,0,0,1,2,0,2,0,0,1,2,4,7,624,20,2
java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy,CallerRunsPolicy,java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,632,2,11
java.util.logging.Filter,Filter,java.util.logging.Filter,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,622,1,44
java.awt.Toolkit$DesktopPropertyChangeSupport,DesktopPropertyChangeSupport,java.awt.Toolkit$DesktopPropertyChangeSupport,8,1,7,0,1,0,0,0,2,2,0,2,0,0,2,1,2,7,1177,10,542
sun.font.Font2D,Font2D,sun.font.Font2D,33,1,21,1,0,2,0,0,11,20,8,4,8,0,11,0,3,13,1177,53,548
sun.java2d.loops.MaskFill$General,General,sun.java2d.loops.MaskFill$General,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,7,1177,3,545
java.security.spec.MGF1ParameterSpec,MGF1ParameterSpec,java.security.spec.MGF1ParameterSpec,1,1,1,0,0,0,0,0,4,5,4,1,0,0,4,1,1,4,622,7,1
java.rmi.server.UnicastRemoteObject,UnicastRemoteObject,java.rmi.server.UnicastRemoteObject,8,3,5,3,5,0,0,0,1,4,0,4,0,0,1,3,5,13,717,12,1
javax.swing.JPopupMenu$AccessibleJPopupMenu,AccessibleJPopupMenu,javax.swing.JPopupMenu$AccessibleJPopupMenu,4,1,2,2,0,0,0,0,1,1,0,0,0,0,1,1,2,5,1293,6,32
java.awt.dnd.DragSourceDragEvent,DragSourceDragEvent,java.awt.dnd.DragSourceDragEvent,7,2,5,2,0,0,0,0,3,7,0,7,0,0,3,0,0,1,1177,14,549
java.math.MutableBigInteger,MutableBigInteger,java.math.MutableBigInteger,51,5,1,16,4,0,0,0,2,5,0,0,0,0,2,0,0,5,621,56,2
java.awt.PageAttributes$MediaType,MediaType,java.awt.PageAttributes$MediaType,2,1,2,0,0,0,0,0,223,223,147,76,0,0,223,0,1,4,630,225,550
java.awt.Button,Button,java.awt.Button,18,2,10,3,1,0,1,0,2,7,0,4,0,0,2,2,5,15,1177,26,544
java.awt.event.ComponentListener,ComponentListener,java.awt.event.ComponentListener,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,1,2,1177,5,548
java.awt.BufferCapabilities,BufferCapabilities,java.awt.BufferCapabilities,7,1,7,0,0,0,0,0,0,3,0,3,0,0,0,1,1,4,627,11,548
java.util.zip.CRC32,CRC32,java.util.zip.CRC32,7,1,5,2,2,0,2,0,0,1,0,1,0,0,0,1,1,2,621,9,10
java.nio.file.attribute.FileTime$1,,java.nio.file.attribute.FileTime$1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,620,1,2646
java.security.SecureRandomSpi,SecureRandomSpi,java.security.SecureRandomSpi,3,1,0,0,0,3,0,0,1,1,0,1,0,0,1,1,1,2,620,5,2645
java.awt.image.renderable.RenderContext,RenderContext,java.awt.image.renderable.RenderContext,11,4,11,0,0,0,0,0,0,3,0,0,0,0,0,2,2,5,640,15,544
java.nio.ByteBufferAsFloatBufferB,ByteBufferAsFloatBufferB,java.nio.ByteBufferAsFloatBufferB,12,2,11,0,0,0,0,0,3,3,0,0,2,0,3,0,2,3,620,15,1
sun.awt.image.ByteComponentRaster,ByteComponentRaster,sun.awt.image.ByteComponentRaster,22,3,19,3,1,0,1,0,0,8,0,2,5,0,0,1,1,6,1182,30,6
sun.java2d.loops.Blit$GeneralMaskBlit,GeneralMaskBlit,sun.java2d.loops.Blit$GeneralMaskBlit,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,6,1177,2,548
java.util.Properties$LineReader,LineReader,java.util.Properties$LineReader,1,2,0,0,0,0,0,0,1,8,0,0,0,0,1,0,2,5,620,9,2647
sun.text.SupplementaryCharacterData,SupplementaryCharacterData,sun.text.SupplementaryCharacterData,2,1,2,0,0,0,0,0,1,2,0,1,0,0,1,1,1,2,620,5,6
sun.java2d.pipe.AATileGenerator,AATileGenerator,sun.java2d.pipe.AATileGenerator,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,547
java.lang.reflect.GenericDeclaration,GenericDeclaration,java.lang.reflect.GenericDeclaration,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2649
java.security.acl.LastOwnerException,LastOwnerException,java.security.acl.LastOwnerException,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2
sun.java2d.loops.FillPath$TraceFillPath,TraceFillPath,sun.java2d.loops.FillPath$TraceFillPath,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1177,3,546
java.math.BigDecimal$LongOverflow,LongOverflow,java.math.BigDecimal$LongOverflow,1,1,1,0,1,0,0,0,2,2,0,2,0,0,2,0,0,3,620,3,2645
java.net.SocketImplFactory,SocketImplFactory,java.net.SocketImplFactory,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,650,1,50
sun.text.normalizer.UnicodeSet,UnicodeSet,sun.text.normalizer.UnicodeSet,39,3,16,21,8,0,0,0,8,15,3,10,0,0,8,3,3,12,631,55,38
java.util.concurrent.ConcurrentHashMap$HashEntry,HashEntry,java.util.concurrent.ConcurrentHashMap$HashEntry,1,1,0,0,0,0,0,0,4,6,0,0,0,0,4,0,0,4,620,7,2649
java.awt.CardLayout,CardLayout,java.awt.CardLayout,24,2,20,2,0,0,0,0,2,6,0,2,0,0,2,2,3,13,1180,32,2
java.net.InetAddress$Cache,Cache,java.net.InetAddress$Cache,3,1,2,1,0,0,0,0,0,2,0,2,0,0,0,0,0,7,620,5,2650
java.security.cert.CertPathValidatorSpi,CertPathValidatorSpi,java.security.cert.CertPathValidatorSpi,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,6,626,1,2
java.lang.StringBuffer,StringBuffer,java.lang.StringBuffer,85,4,83,2,0,0,0,0,2,2,0,1,0,0,2,3,4,11,620,89,2667
java.beans.Statement,Statement,java.beans.Statement,10,1,5,1,2,0,0,0,4,7,0,5,0,0,4,1,2,9,622,17,82
java.security.cert.X509CRLSelector,X509CRLSelector,java.security.cert.X509CRLSelector,23,1,18,4,3,0,0,0,1,8,0,8,0,0,1,2,4,12,645,32,2
sun.awt.DisplayChangedListener,DisplayChangedListener,sun.awt.DisplayChangedListener,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,3,546
java.awt.Component$AccessibleAWTComponent$AccessibleAWTFocusHandler,AccessibleAWTFocusHandler,java.awt.Component$AccessibleAWTComponent$AccessibleAWTFocusHandler,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,1177,4,546
java.util.concurrent.locks.AbstractQueuedSynchronizer$Node,Node,java.util.concurrent.locks.AbstractQueuedSynchronizer$Node,2,3,0,0,0,0,0,0,6,11,0,0,0,0,6,0,1,5,620,13,2649
java.net.PlainSocketImpl,PlainSocketImpl,java.net.PlainSocketImpl,12,2,0,0,1,0,12,0,0,0,0,0,0,0,0,0,2,6,654,12,8
java.net.ContentHandler,ContentHandler,java.net.ContentHandler,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,620,2,2650
java.util.regex.Pattern$Node,Node,java.util.regex.Pattern$Node,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,620,3,2646
java.util.logging.LogManager$Cleaner,Cleaner,java.util.logging.LogManager$Cleaner,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,4,646,2,44
java.awt.image.ReplicateScaleFilter,ReplicateScaleFilter,java.awt.image.ReplicateScaleFilter,5,1,4,1,0,0,0,0,0,7,0,0,7,0,0,0,1,4,1178,12,1
javax.print.attribute.PrintRequestAttributeSet,PrintRequestAttributeSet,javax.print.attribute.PrintRequestAttributeSet,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,622,3,6
java.io.ObjectStreamClass$WeakClassKey,WeakClassKey,java.io.ObjectStreamClass$WeakClassKey,2,1,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,620,3,2647
java.util.concurrent.atomic.AtomicReferenceFieldUpdater,AtomicReferenceFieldUpdater,java.util.concurrent.atomic.AtomicReferenceFieldUpdater,7,1,7,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5,622,7,94
javax.print.DocFlavor$URL,URL,javax.print.DocFlavor$URL,0,1,0,0,0,0,0,0,19,19,19,0,0,0,19,0,0,8,635,19,15
java.rmi.RemoteException,RemoteException,java.rmi.RemoteException,2,3,2,0,0,0,0,0,1,2,1,1,0,0,1,0,0,3,620,4,52
java.awt.image.renderable.ParameterBlock,ParameterBlock,java.awt.image.renderable.ParameterBlock,40,3,40,0,0,0,0,0,0,2,0,0,2,0,0,4,4,7,1178,44,4
java.lang.StringCoding$1,,java.lang.StringCoding$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,624,0,4
java.security.SignatureException,SignatureException,java.security.SignatureException,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2649
java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl,AtomicReferenceFieldUpdaterImpl,java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl,8,1,5,1,0,0,0,0,5,5,0,5,0,0,5,0,1,4,622,13,94
java.util.TreeMap$EntryIterator,EntryIterator,java.util.TreeMap$EntryIterator,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,645,3,34
java.util.IllegalFormatException,IllegalFormatException,java.util.IllegalFormatException,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,11
java.util.EventListener,EventListener,java.util.EventListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684
java.util.concurrent.locks.ReentrantReadWriteLock$FairSync,FairSync,java.util.concurrent.locks.ReentrantReadWriteLock$FairSync,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,3,630,3,8
java.awt.DisplayMode,DisplayMode,java.awt.DisplayMode,7,1,7,0,0,0,0,0,2,5,2,3,0,0,2,0,0,3,623,12,547
java.util.EnumMap$Values,Values,java.util.EnumMap$Values,5,2,5,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,630,6,10
javax.security.auth.login.Configuration$ConfigDelegate,ConfigDelegate,javax.security.auth.login.Configuration$ConfigDelegate,5,2,5,0,0,0,0,0,0,4,0,4,0,0,0,1,4,5,624,9,4
java.nio.ByteBufferAsShortBufferL,ByteBufferAsShortBufferL,java.nio.ByteBufferAsShortBufferL,12,2,11,0,0,0,0,0,3,3,0,0,2,0,3,0,2,3,620,15,1
java.nio.charset.CoderResult,CoderResult,java.nio.charset.CoderResult,10,2,10,0,2,0,0,0,11,13,2,10,0,0,11,0,1,5,620,23,2652
java.util.PriorityQueue,PriorityQueue,java.util.PriorityQueue,33,6,12,16,5,0,0,0,5,8,0,7,0,0,5,4,5,13,628,42,553
java.awt.event.TextListener,TextListener,java.awt.event.TextListener,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1177,2,546
java.awt.geom.Point2D,Point2D,java.awt.geom.Point2D,13,1,13,0,2,3,0,0,0,0,0,0,0,0,0,1,2,5,623,14,632
java.lang.management.ManagementFactory,ManagementFactory,java.lang.management.ManagementFactory,17,1,16,1,17,0,0,0,10,11,9,2,0,0,10,11,11,15,701,28,1
java.awt.geom.QuadCurve2D,QuadCurve2D,java.awt.geom.QuadCurve2D,39,1,35,4,12,10,0,0,5,5,0,5,0,0,5,3,6,11,641,46,4
java.beans.Encoder,Encoder,java.beans.Encoder,15,1,8,2,0,0,0,0,1,5,0,4,0,0,1,2,3,8,627,20,78
sun.java2d.loops.DrawPath$TraceDrawPath,TraceDrawPath,sun.java2d.loops.DrawPath$TraceDrawPath,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1177,3,546
java.rmi.activation.ActivationGroup,ActivationGroup,java.rmi.activation.ActivationGroup,12,1,6,2,7,1,0,0,1,8,0,8,0,0,1,4,5,14,736,21,1
java.net.ProtocolFamily,ProtocolFamily,java.net.ProtocolFamily,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,620,1,50
sun.awt.ModalExclude,ModalExclude,sun.awt.ModalExclude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
java.util.regex.Pattern$Single,Single,java.util.regex.Pattern$Single,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,620,2,2648
sun.java2d.SurfaceData$PixelToShapeLoopConverter,PixelToShapeLoopConverter,sun.java2d.SurfaceData$PixelToShapeLoopConverter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1177,1,546
sun.misc.Signal,Signal,sun.misc.Signal,11,1,7,4,6,0,3,0,0,4,0,4,0,0,0,1,1,6,622,15,4
sun.rmi.runtime.Log$InternalStreamHandler,InternalStreamHandler,sun.rmi.runtime.Log$InternalStreamHandler,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,657,2,17
java.security.KeyStore$SecretKeyEntry,SecretKeyEntry,java.security.KeyStore$SecretKeyEntry,2,1,2,0,0,0,0,0,1,1,0,1,0,0,1,2,2,5,643,4,18
sun.util.locale.InternalLocaleBuilder$1,,sun.util.locale.InternalLocaleBuilder$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,620,0,2654
java.util.regex.Pattern$BranchConn,BranchConn,java.util.regex.Pattern$BranchConn,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,620,2,2652
sun.security.util.ManifestDigester$Entry,Entry,sun.security.util.ManifestDigester$Entry,3,1,2,1,0,0,0,0,0,5,0,0,0,0,0,0,1,3,620,8,2655
java.awt.TexturePaintContext,TexturePaintContext,java.awt.TexturePaintContext,17,1,11,0,12,2,0,0,0,24,2,3,0,0,0,1,2,14,1192,42,5
java.lang.Package,Package,java.lang.Package,30,3,18,5,13,0,2,0,9,13,0,13,0,0,9,3,4,11,620,44,2656
java.lang.IllegalMonitorStateException,IllegalMonitorStateException,java.lang.IllegalMonitorStateException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,8
javax.management.loading.ClassLoaderRepository,ClassLoaderRepository,javax.management.loading.ClassLoaderRepository,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,620,3,17
java.util.concurrent.ConcurrentSkipListMap$SubMap$SubMapKeyIterator,SubMapKeyIterator,java.util.concurrent.ConcurrentSkipListMap$SubMap$SubMapKeyIterator,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,642,2,17
java.awt.geom.RectangularShape,RectangularShape,java.awt.geom.RectangularShape,25,1,25,0,0,6,0,0,0,0,0,0,0,0,0,3,6,9,638,27,614
java.security.cert.Certificate,Certificate,java.security.cert.Certificate,9,1,8,0,0,5,0,0,2,2,0,2,0,0,2,2,3,12,620,12,2659
java.util.HashMap$EntryIterator,EntryIterator,java.util.HashMap$EntryIterator,2,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,620,3,2657
sun.security.util.ByteArrayTagOrder,ByteArrayTagOrder,sun.security.util.ByteArrayTagOrder,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,620,3,18
java.util.prefs.NodeChangeListener,NodeChangeListener,java.util.prefs.NodeChangeListener,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,630,3,17
javax.crypto.NoSuchPaddingException,NoSuchPaddingException,javax.crypto.NoSuchPaddingException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,7
java.util.jar.JarVerifier$VerifierCodeSource,VerifierCodeSource,java.util.jar.JarVerifier$VerifierCodeSource,5,2,1,2,1,0,0,0,0,4,0,0,0,0,0,0,0,5,620,9,2659
java.awt.datatransfer.FlavorTable,FlavorTable,java.awt.datatransfer.FlavorTable,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,4,1177,3,547
java.util.WeakHashMap$EntryIterator,EntryIterator,java.util.WeakHashMap$EntryIterator,2,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,630,3,576
java.io.ObjectStreamField,ObjectStreamField,java.io.ObjectStreamField,13,4,9,1,1,0,0,0,5,6,0,6,0,0,5,1,1,5,620,20,2657
sun.rmi.runtime.Log$1,,sun.rmi.runtime.Log$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,657,0,18
javax.swing.ActionPropertyChangeListener,ActionPropertyChangeListener,javax.swing.ActionPropertyChangeListener,8,1,3,4,1,1,0,0,0,3,0,3,0,0,0,3,4,12,1293,13,41
java.util.TreeMap$DescendingSubMap$DescendingEntrySetView,DescendingEntrySetView,java.util.TreeMap$DescendingSubMap$DescendingEntrySetView,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3,645,2,34
sun.rmi.server.UnicastServerRef,UnicastServerRef,sun.rmi.server.UnicastServerRef,14,4,10,2,1,0,0,0,7,10,2,8,0,0,7,9,12,21,716,26,7
java.security.cert.CRL,CRL,java.security.cert.CRL,3,1,3,0,0,2,0,0,0,1,0,1,0,0,0,0,1,3,620,4,2662
sun.font.Decoration,Decoration,sun.font.Decoration,7,2,6,0,3,0,0,0,2,2,0,2,0,0,2,3,5,10,1184,9,17
sun.rmi.transport.Endpoint,Endpoint,sun.rmi.transport.Endpoint,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,2,4,672,4,12
sun.rmi.server.WeakClassHashMap,WeakClassHashMap,sun.rmi.server.WeakClassHashMap,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,4,622,3,12
javax.swing.JToolTip$AccessibleJToolTip,AccessibleJToolTip,javax.swing.JToolTip$AccessibleJToolTip,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4,1293,3,34
sun.security.x509.NameConstraintsExtension,NameConstraintsExtension,sun.security.x509.NameConstraintsExtension,14,2,12,2,0,0,0,0,6,11,4,7,0,0,6,4,6,13,650,27,6
javax.swing.JMenuItem$MenuItemFocusListener,MenuItemFocusListener,javax.swing.JMenuItem$MenuItemFocusListener,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1293,4,38
java.io.SerialCallbackContext,SerialCallbackContext,java.io.SerialCallbackContext,4,1,3,1,0,0,0,0,2,3,0,3,0,0,2,0,0,4,620,7,2668
java.util.TimeZone,TimeZone,java.util.TimeZone,30,1,21,7,13,5,2,0,11,13,2,7,0,0,11,2,3,9,620,45,2675
